row,col,r,c,value,status
2015,JxSí,1,1,1628714,
2015,C's,1,2,736364,
2015,PSC,1,3,523283,
2015,CatSíqueesPot,1,4,367613,
2015,PP,1,5,349193,
2015,CUP,1,6,337794,
2015,"Altres candidatures",1,7,149388,
2015,Total,1,8,4092349,
