row,col,r,c,value,status
2021,PSC,1,1,654766,
2021,ERC,1,2,605581,
2021,JxCat,1,3,570539,
2021,VOX,1,4,218121,
2021,CUP-G,1,5,189924,
2021,ECP-PEC,1,6,195345,
2021,Cs,1,7,158606,
2021,PP,1,8,109453,
2021,"Altres candidatures",1,9,116993,
2021,Total,1,10,2819328,
